stock_code,stock_name,stock_time,current_price,open,high,low,volume,prev_close
A148020,KBSTAR 200,1600,31100,31200,31240,30985,234732,30840
A148070,KOSEF 국고채10년,1600,127360,127380,127525,127215,5653,127480
A150460,TIGER 중국소비테,1600,6830,6775,6855,6775,31201,6785
A152100,ARIRANG 200,1600,31235,31250,31360,31110,278673,30960
A152280,KOSEF 200 선물,1600,13955,13985,14025,13920,50,13850
A152330,코리아오토글라스,1600,13850,13750,13900,13750,36145,13700
A152380,KODEX 국채선물10,1600,72510,72540,72610,72430,5982,72545
A152500,KINDEX 레버리지,1600,5765,5790,5830,5730,82337,5690
A152550,한국ANKOR유전,1600,1660,1670,1670,1655,10025,1660
A152870,파워 200,1600,31630,31650,31715,31495,30374,31320
A153130,KODEX 단기채권,1600,102490,102490,102495,102485,22603,102490
A153270,KOSEF 코스피100,1600,23930,23965,24045,23805,3074,23740
A153360,하이골드3호,1600,1360,1320,1360,1320,2710,1315
A155660,DSR,1600,6110,6180,6290,5950,602731,6180
A155900,바다로19호,1600,2550,2555,2555,2545,5392,2555
A156080,KODEX MSCI Korea,1600,14695,0,0,0,0,14660
A157450,TIGER 단기통안채,1600,100675,100675,100680,100675,36243,100675
A157490,TIGER 소프트웨어,1600,13935,14020,14130,13830,55821,13965
A157500,TIGER 증권,1600,3640,3600,3655,3600,21021,3575
A159800,마이티 코스피100,1600,23570,0,0,0,0,23570
A160580,TIGER 구리실물,1600,7170,7200,7210,7105,2026,7195
A161000,애경유화,1600,6940,6930,7040,6920,73866,6900
A161390,한국타이어앤테크,1600,31500,32000,33150,31300,304586,31400
A161510,ARIRANG 고배당주,1600,8975,8965,8995,8930,35083,8885
A161890,한국콜마,1600,46200,46000,46400,45400,90182,45400
A163560,동일고무벨트,1600,9280,9290,9700,9190,185528,9210
A166400,TIGER 200커버드,1600,12645,0,0,0,0,12500
A167860,KOSEF 국고채10년,1600,142845,142715,143155,142530,597,143075
A168300,KTOP 코스피50,1600,22050,22040,22125,21965,100,21950
A168490,한국패러랠,1600,1920,1975,1975,1920,10347,1935
A168580,KINDEX 중국본토C,1600,27800,27760,27945,27730,3066,27740
A169950,KODEX 중국본토 A,1600,20255,20300,20635,20165,15128,20415
A170350,TIGER 베타플러스,1600,13555,0,0,0,0,13395
A170900,동아에스티,1600,92700,92700,93000,91300,18764,91400
A172580,하이골드12호,1600,2035,2030,2035,2015,17927,2020
A174350,TIGER 로우볼,1600,9645,9625,9690,9625,280,9580
A174360,KBSTAR 중국본토,1600,19310,19395,19550,19265,12686,19360
A175330,JB금융지주,1600,4520,4565,4570,4520,114541,4515
A176710,파워 중기국고채,1600,102570,0,0,0,0,102570
A176950,KODEX 국채선물10,1600,45145,45145,45145,45135,14,45145
A180640,한진칼,1600,68600,68300,68700,67700,85232,67600
A18064K,한진칼우,1600,49300,49900,49900,48900,3742,49000
A181480,KINDEX 미국다우,1600,72975,73265,73265,72635,48,71830
A181710,NHN,1600,74400,73700,74800,73400,57446,73500
A182480,TIGER 미국MSCI리,1600,11160,11140,11230,11140,8088,10980
A182490,TIGER 단기선진하,1600,11565,11540,11570,11460,3022,11540
A183190,아세아시멘트,1600,58200,58400,58400,57300,2066,57900
A183700,KBSTAR 채권혼합,1600,58610,58630,58630,58510,112,58475
A183710,KBSTAR 주식혼합,1600,35915,35905,35920,35820,704,35700
A185680,KODEX 미국S&P바,1600,28410,28285,28910,28220,566,28500
A185750,종근당,1600,166000,161500,170500,161500,96392,160000
A189400,ARIRANG 글로벌MS,1600,13910,13860,13995,13860,206,13780
A190620,KINDEX 단기통안,1600,100815,100815,100815,100805,3543,100810
A192080,더블유게임즈,1600,74500,74500,75200,73300,75718,74000
A192090,TIGER 차이나CSI3,1600,10635,10620,10700,10570,149418,10585
A192400,쿠쿠홀딩스,1600,99000,96100,99200,94500,9710,95000
A192650,드림텍,1559,15100,15350,15550,15000,963673,15050
A192720,파워 고배당저변,1600,23235,23160,23255,23115,734,22800
A192820,코스맥스,1600,116000,112500,117000,111000,177976,110500
A194370,제이에스코퍼레이,1600,7060,7080,7080,6990,7889,6970
A195870,해성디에스,1600,19800,19850,20250,19700,251507,19350
A195920,TIGER 일본TOPIX(,1600,13695,13570,13695,13555,242,13655
A195930,TIGER 유로스탁스,1600,10865,10915,10915,10845,8877,10765
A195970,ARIRANG 선진국MS,1600,9860,9870,9910,9805,1256,9735
A195980,ARIRANG 신흥국MS,1600,10440,10390,10555,10390,32403,10375
A196030,KINDEX 일본TOPIX,1600,15095,15045,15245,14970,1178,15295
A196230,KBSTAR 단기통안,1600,104040,104025,104040,104020,533553,104020
A200030,KODEX 미국S&P산,1600,16055,15905,16055,15905,55,15815
A200250,KOSEF 인도Nifty5,1600,12255,12310,12440,12220,8350,12255
A200880,서연이화,1600,4040,3925,4050,3925,55136,3925
A203780,TIGER 미국나스닥,1600,18350,18355,18425,18255,9930,18185
A204210,모두투어리츠,1600,2980,2990,3040,2980,6260,2990
A204320,만도,1600,35650,35500,36050,34700,779394,34850
A204450,KODEX China H 레,1600,5395,5450,5590,5375,73044,5475
A204480,TIGER 차이나CSI3,1600,25430,25030,25430,25030,96251,25030
A205720,KINDEX 일본TOPIX,1600,5275,5410,5410,5275,14023,5370
A207940,삼성바이오로직스,1600,690000,690000,696000,685000,63300,685000
A208470,SMART 선진국MSCI,1600,14590,14465,14590,14465,30,14300
A210540,디와이파워,1551,10800,11050,11150,10650,53215,10800
A210780,TIGER 코스피고배,1600,9725,9715,9755,9665,22223,9645
A210980,SK디앤디,1600,41400,42450,42550,40850,95930,41500
A211260,KINDEX 배당성장,1600,29380,29305,29380,29240,25,29020
A211560,TIGER 배당성장,1600,14525,14490,14525,14400,1160,14355
A211900,KODEX 배당성장,1600,11735,11755,11755,11655,3751,11570
A213500,한솔제지,1549,13950,13950,14000,13850,64743,13900
A213610,KODEX 삼성그룹밸,1600,7245,7275,7290,7235,4088,7200
A213630,ARIRANG 미국다우,1600,10790,10815,10815,10750,854,10580
A214320,이노션,1556,53300,52200,53800,51700,95244,50800
A214330,금호에이치티,1600,3580,3515,3660,3470,3499554,3505
A214390,경보제약,1600,10600,10650,10800,10450,85485,10600
A214420,토니모리,1600,9840,9790,9840,9620,47052,9700
A214980,KODEX 단기채권PL,1600,102700,102690,102710,102690,11435,102710
A215620,흥국 S&P코리아로,1600,9065,0,0,0,0,9065
A217770,TIGER 원유선물인,1600,11575,11500,11590,11465,1400,11690
A217780,TIGER 차이나CSI3,1600,8970,8810,8995,8810,45298,8965
A217790,TIGER 가격조정,1600,20705,20595,20720,20515,209,20470
A218420,KODEX 미국S&P에,1600,4335,4385,4385,4330,67938,4260
A219390,KBSTAR 미국S&P원,1600,2025,2000,2030,1995,295454,1955
A219480,KODEX 미국S&P500,1600,16085,16075,16110,16065,310735,15900
A219900,KINDEX 중국본토C,1600,4505,4500,4530,4465,3673,4460
A220130,SMART 중국본토,1600,5005,5030,5030,4960,228,4960
A223190,KODEX 200가치저,1600,8085,8075,8120,8050,5555,8040
A225030,TIGER 미국S&P500,1600,5140,5125,5140,5110,96904,5195
A225040,TIGER 미국S&P500,1600,19910,19875,19940,19820,23817,19360
A225050,TIGER 유로스탁스,1600,6390,6330,6390,6325,13050,6205
A225060,TIGER 이머징마켓,1600,10185,10195,10200,10155,2449,10125
A225130,KINDEX 골드선물,1600,19820,19650,19870,19650,17956,19365
A225800,KOSEF 미국달러선,1600,9505,9475,9515,9470,1357,9565
A226320,잇츠한불,1600,27250,25600,27400,25100,586908,25350
A226380,KINDEX Fn성장소,1600,6600,6635,6635,6560,6330,6565
A226490,KODEX 코스피,1600,23350,23435,23435,23245,36438,23135
A226980,KODEX 200 중소형,1600,9405,9480,9480,9325,1388,9290
A227540,TIGER 200 헬스케,1600,26550,26435,26550,26220,30869,26125
A227550,TIGER 200 산업재,1600,4170,4180,4195,4155,357,4120
A227560,TIGER 200 생활소,1600,10250,10280,10320,10225,141,10215
A227570,TIGER 우량가치,1600,8810,8780,8825,8750,962,8695
A227830,ARIRANG 코스피,1600,23600,23750,23750,23495,5556,23410
A227840,현대코퍼레이션홀,1600,10650,10550,10650,10450,41594,10450
A228790,TIGER 화장품,1600,3410,3350,3410,3350,78258,3350
A228800,TIGER 여행레저,1600,3840,3850,3850,3785,10689,3785
A228810,TIGER 미디어컨텐,1600,6120,6120,6120,5995,343797,6070
A228820,TIGER KTOP30,1600,8460,8410,8490,8405,2593,8380
A229200,KODEX 코스닥 150,1600,13220,13130,13230,13020,6709349,13055
A229640,LS전선아시아,1600,7030,7070,7120,7000,93828,7020
A229720,KODEX KTOP30,1600,17080,17130,17145,17035,183,16900
A230480,KOSEF 미국달러선,1600,8145,8145,8160,8115,1379,8100
A232080,TIGER 코스닥150,1600,13255,13150,13285,13090,402410,13095
A233160,TIGER 코스닥150,1600,13395,13900,13900,13125,695390,13320
A233740,KODEX 코스닥150,1559,12620,12500,12675,12320,22726288,12345
A234080,JW생명과학,1600,19000,19000,19200,18650,61920,18850
A234310,KBSTAR V&S셀렉트,1600,11815,11810,11860,11760,55,11720
A236350,TIGER 인도니프티,1600,11365,11555,11580,11300,21379,11475
A237350,KODEX 코스피100,1600,24030,24275,24275,24025,13460,23915
A237370,KODEX 배당성장채,1600,10905,10885,10925,10885,6301,10890
A237440,TIGER 경기방어채,1600,9750,9715,9750,9715,1317,9705
A238670,ARIRANG 스마트베,1600,10350,10340,10350,10335,52,10320
A238720,KINDEX 일본Nikke,1600,15545,15315,15545,15315,398,15315
A239660,ARIRANG 우량회사,1600,108255,108255,108265,108245,109496,108260
A241180,TIGER 일본니케이,1600,15460,15490,15490,15355,253,15455
A241390,KBSTAR V&S셀렉트,1600,10945,10940,10960,10930,2878,10910
A241560,두산밥캣,1600,26900,27000,27150,26600,273006,26400
A241590,화승엔터프라이즈,1600,14000,14150,14450,13850,294118,14000
A243880,TIGER 200IT레버,1600,31835,31880,32350,31690,18495,31270
A243890,TIGER 200에너지,1600,10400,10435,10465,10175,11126,10005
A244580,KODEX 바이오,1600,14110,13995,14110,13885,27919,13835
A244620,KODEX 모멘텀Plus,1600,11365,11265,11365,11260,319,11230
A244660,KODEX 퀄리티Plus,1600,9240,9250,9315,9220,10626,9160
A244670,KODEX 밸류Plus,1600,7205,7205,7205,7205,1,7120
A245340,TIGER 미국다우존,1600,16380,16480,16480,16375,12818,16250
A245350,TIGER 유로스탁스,1600,9840,9720,9865,9715,3974,9590
A245360,TIGER 차이나HSCE,1600,11680,11930,11930,11660,13442,11835
A245710,KINDEX 베트남VN3,1600,12770,12800,12830,12710,60757,12780
A248170,샘표식품,1600,44450,43900,45000,43500,13188,43500
A248260,TIGER 일본TOPIX,1600,13170,13135,13170,12905,204,13405
A248270,TIGER S&P글로벌,1600,14945,15145,15145,14945,613,14985
A249420,일동제약,1600,16850,16100,17200,15750,330853,16050
A250730,KBSTAR 차이나HSC,1600,10760,10865,10865,10735,9228,10865
A250780,TIGER 코스닥150,1600,5380,5360,5440,5355,1101977,5425
A251270,넷마블,1559,166000,170500,171000,163000,516108,167000
A251340,KODEX 코스닥150,1559,5275,5290,5345,5265,49902141,5335
A251350,KODEX 선진국MSCI,1600,15290,15245,15350,15225,59119,15200
A251590,ARIRANG 고배당저,1600,8590,8600,8600,8545,2365,8520
A251600,ARIRANG 고배당주,1600,9755,10115,10120,9730,2344,9720
A251890,KINDEX 코스닥(합,1600,12205,0,0,0,0,12020
A252000,TIGER 200동일가,1600,9245,0,0,0,0,9125
A252400,KBSTAR 200선물레,1600,13345,13400,13470,13235,30994,13110
A252410,KBSTAR 200선물인,1600,7065,7055,7100,7030,1280,7150
A252420,KBSTAR 200선물인,1600,4205,4175,4240,4165,510016,4275
A252650,KODEX 200동일가,1600,9165,9075,9165,9075,2324,9055
A252670,KODEX 200선물인,1559,4200,4175,4235,4155,165210594,4265
A252710,TIGER 200선물인,1600,4345,4330,4375,4295,5783902,4410
A252720,KBSTAR 모멘텀밸,1600,10510,10500,10510,10475,16,10410
A252730,KBSTAR 모멘텀로,1600,12120,12135,12150,12100,21,12040
A253150,ARIRANG 200선물,1600,26340,26400,26605,26220,3175,25990
A253160,ARIRANG 200선물,1600,8380,8325,8445,8305,198467,8515
A253230,KOSEF 200선물인,1600,4185,4165,4210,4115,103597,4245
A253240,KOSEF 200선물인,1600,7090,7060,7090,7030,3177,7150
A253250,KOSEF 200선물레,1600,13175,13235,13240,13070,13987,12985
A253280,KBSTAR 헬스케어,1600,15645,15610,15645,15480,1486,15485
A253290,KBSTAR 헬스케어,1600,12300,12290,12305,12260,5003,12250
A256440,KINDEX 인도네시,1600,7325,7455,7455,7250,11194,7310
A256450,ARIRANG 심천차이,1600,11065,10950,11200,10900,495,10950
A256750,KODEX 심천ChiNex,1600,11080,10980,11200,10930,55347,10980
A260200,KOSEF 배당바이백,1600,12775,12830,12835,12725,51,12680
A260270,KOSEF 저PBR가중,1600,11230,11175,11230,11145,50,11050
A261060,TIGER 코스닥150I,1600,14480,14600,14605,14380,16580,14385
A261070,TIGER 코스닥150,1600,13540,13300,13710,13300,6590,13380
A261110,TIGER 미국달러선,1600,10035,10045,10045,9975,904,10090
A261120,TIGER 미국달러선,1600,9235,9245,9245,9215,60,9180
A261140,TIGER 우선주,1600,11100,10990,11100,10970,1140,10880
A261220,KODEX WTI원유선,1600,6270,6295,6320,6250,777786,6200
A261240,KODEX 미국달러선,1600,10345,10330,10350,10320,34939,10370
A261250,KODEX 미국달러선,1600,9920,9890,9935,9875,27473,9980
A261260,KODEX 미국달러선,1600,9235,9250,9255,9220,6010,9170
A261270,KODEX 미국달러선,1600,9865,9850,9865,9845,973,9820
A261920,KINDEX 필리핀MSC,1600,11925,12140,12140,11925,126,12115
A264900,크라운제과,1600,8290,8200,8480,8200,9787,8180
A26490K,크라운제과우,1600,10100,10250,10800,9940,60038,10150
A265690,KINDEX 러시아MSC,1600,22255,22665,22665,22230,3620,22665
A266160,KBSTAR 고배당,1600,9205,9230,9230,9160,1754,9135
A266360,KODEX 미디어&엔,1600,19280,19445,19540,19095,25486,19270
A266370,KODEX IT,1600,15200,15135,15290,15135,5569,15030
A266390,KODEX 경기소비재,1600,9895,9965,9965,9895,1097,9835
A266410,KODEX 필수소비재,1600,8660,8705,8740,8660,2196,8640
A266420,KODEX 헬스케어,1600,19390,19385,19415,19165,12480,19175
A266550,ARIRANG 중형주저,1600,9020,8980,9020,8930,860,8850
A267250,현대중공업지주,1600,218000,216500,218000,213000,32898,211000
A267260,현대일렉트릭,1559,15300,16200,16250,15300,653503,16200
A267270,현대건설기계,1600,26500,27250,29150,26150,764189,26800
A267290,경동도시가스,1600,18600,18550,18750,18200,20342,18200
A267440,KBSTAR 미국장기,1600,12665,12675,12675,12610,134,12675
A267450,KBSTAR 미국장기,1600,7515,0,0,0,0,7515
A267490,KBSTAR 미국장기,1600,15310,15310,15310,15310,1,15305
A267500,KBSTAR 미국장기,1600,5460,5460,5460,5460,10,5440
A267770,TIGER 200선물레,1600,10990,11015,11115,10925,1688388,10835
A267850,아시아나IDT,1600,20400,19500,21400,18750,543024,19600
A268280,미원에스씨,1600,94700,94500,94900,93600,1457,94000
A269370,TIGER S&P글로벌,1600,9170,9175,9175,9120,377,9100
A269420,KODEX S&P글로벌,1600,10085,10010,10100,9990,561,10070
A269530,ARIRANG S&P글로,1600,9815,9765,9815,9765,444,9765
A269540,ARIRANG 미국S&P5,1600,13705,13720,13725,13680,13756,13530
A270800,KBSTAR KQ고배당,1600,12375,12330,12385,12260,8809,12285
A270810,KBSTAR 코스닥150,1600,13075,12975,13075,12870,77725,12895
A271050,KODEX WTI원유선,1600,16090,16010,16130,15975,6219,16240
A271060,KODEX 3대농산물,1600,7525,7570,7570,7505,10749,7545
A271560,오리온,1600,131000,133000,134500,130500,71143,133000
A271980,제일약품,1600,43350,43450,44250,42700,78735,43300
A272210,한화시스템,1559,11400,11300,11500,11150,661127,11150
A272220,KINDEX 스마트모,1600,13495,13475,13495,13420,123,13355
A272230,KINDEX 스마트밸,1600,11475,11465,11475,11465,20,11380
A272450,진에어,1600,9300,9320,9420,9220,37488,9240
A272550,삼양패키징,1600,20350,20500,20800,20300,10678,20550
A272560,KBSTAR 단기국공,1600,101440,101445,101445,101440,1002,101440
A272570,KBSTAR 중장기국,1600,104545,104575,104575,104485,33,104530
A272580,TIGER 단기채권액,1600,50470,50470,50475,50470,11420,50470
A272910,KINDEX 중장기국,1600,103475,103510,103510,103415,21,103480
A273130,KODEX 종합채권(A,1600,111015,111040,111085,110930,13837,111060
A273140,KODEX 단기변동금,1600,102205,0,0,0,0,102195
A275280,KODEX MSCI모멘텀,1600,10720,10680,10720,10680,5,10655
A275290,KODEX MSCI밸류,1600,9465,9465,9465,9465,1,9320
A275300,KODEX MSCI퀄리티,1600,10460,0,0,0,0,10420
A275750,KBSTAR 코스닥150,1600,5535,5550,5625,5530,69167,5630
A275980,TIGER 글로벌4차,1600,14395,14500,14500,14395,33524,14295
A276000,TIGER 글로벌자원,1600,9740,9745,9745,9740,73,9580
A276650,KBSTAR 글로벌4차,1600,17200,17315,17420,17200,4505,17160
A276970,KODEX 미국S&P고,1600,8805,8825,8825,8735,5753,8730
A276990,KODEX 글로벌4차,1600,13425,13370,13465,13335,2957,13170
A277540,KINDEX S&P아시아,1600,12595,12920,12920,12595,4470,12715
A277630,TIGER 코스피,1600,23360,23485,23490,23265,57015,23170
A277640,TIGER 코스피대형,1600,11415,11450,11450,11390,148,11325
A277650,TIGER 코스피중형,1600,12365,12235,12410,12235,537,12190
A278240,KBSTAR 코스닥150,1600,12550,12465,12650,12270,95047,12345
A278420,ARIRANG ESG우수,1600,7650,7635,7650,7595,316,7555
A278530,KODEX 200TR,1600,9950,9960,10000,9915,163464,9875
A278540,KODEX MSCI Korea,1600,9905,9930,9930,9860,400447,9810
A278620,ARIRANG 단기채권,1600,105625,105630,105630,105625,912,105625
A279530,KODEX 고배당,1600,7450,7450,7450,7405,6936,7400
A279540,KODEX 최소변동성,1600,10755,10735,10760,10730,100,10590
A280320,KINDEX 미국IT인,1600,16520,16510,16545,16490,3004,16290
A280360,롯데제과,1600,101500,99500,101500,99100,6150,98600
A280920,ARIRANG 주도업종,1600,8935,9055,9055,8835,802,8860
A280930,KODEX 미국러셀20,1600,9820,9840,9855,9820,212649,9710
A280940,KODEX 골드선물인,1600,7005,7005,7015,6960,5228,7095
A281820,케이씨텍,1600,22800,22450,23200,22100,352990,22450
A281990,KBSTAR 중소형고,1600,9140,9120,9140,9090,131,9025
A282000,KBSTAR 국고채3년,1600,99070,99050,99085,99035,11,99050
A282330,BGF리테일,1600,123500,121500,124000,120000,42763,120500
A282690,동아타이어,1540,9580,9560,9620,9520,4488,9560
A283580,KODEX 중국본토CS,1600,12525,12700,12700,12470,14806,12550
A284430,KODEX 200미국채,1600,12050,12095,12095,12005,19735,12055
A284740,쿠쿠홈시스,1600,41500,43600,43600,41500,35249,42800
A284980,KBSTAR 200금융,1600,6515,6545,6545,6505,217,6475
A284990,KBSTAR 200에너지,1600,9145,9205,9205,9070,1437,8980
A285000,KBSTAR 200IT,1600,11730,11735,11810,11710,1662,11610
A285010,KBSTAR 200중공업,1600,7260,7190,7275,7190,13,7150
A285020,KBSTAR 200철강소,1600,5325,5340,5340,5295,35,5280
A285130,SK케미칼,1559,296500,291500,302500,289500,286892,289000
A28513K,SK케미칼우,1600,166500,154500,175500,153000,220495,153500
A285690,FOCUS ESG리더스,1600,7955,7955,7955,7955,2,7870
A286940,롯데정보통신,1600,35150,34600,35500,34300,32156,34600
A287180,ARIRANG 미국나스,1600,17540,17805,17805,17355,19278,17305
A287300,KBSTAR 200건설,1600,7570,7665,7665,7520,121,7430
A287310,KBSTAR 200경기소,1600,8775,8755,8775,8700,125,8620
A287320,KBSTAR 200산업재,1600,7545,7545,7545,7515,208,7470
A287330,KBSTAR 200생활소,1600,7805,7805,7815,7770,35,7770
A289040,KODEX MSCI KOREA,1600,9260,9260,9260,9260,1,9205
A289250,TIGER MSCI KOREA,1600,9255,9240,9290,9225,221,9200
A289260,TIGER MSCI KOREA,1600,8815,8815,8815,8815,1,8680
A289480,TIGER 200커버드,1600,9660,9675,9680,9660,3,9595
A289670,ARIRANG 국채선물,1600,58560,58600,58620,58450,456,58600
A290080,KBSTAR 200고배당,1600,7225,7195,7225,7180,26,7110
